,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing
3785,1415437,129289,163850,bicycle,2nd Ave Deli,Deli,Jewish Penicillin - Matzoh,2,Soups,07:52.7,40.74529931,-73.97913758,40.73357,-74.0065899,00:11:56,30:55.3,38:11.9,55:56.4,2.659568945,36:43.8
3803,1285031,342646,153257,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Banana Nut,1,Shakes,02:32.9,40.735725,-73.98712647,40.740766,-74.008443,10:59.4,16:52.1,24:42.1,42:09.4,1.885561164,23:20.0
3805,1382785,198194,47204,bicycle,Prince Street Pizza,Pizza,Spicy Spring,1,The Original SOHO Squares,04:01.5,40.72307952,-73.99461508,40.75295927,-74.00387189,39:36.4,43:15.8,04:36.2,29:11.1,3.408992806,28:14.3
3814,1362370,133222,125504,bicycle,P.J. Clarke's,American,Crisp Parmesan Tater Tots,1,Appetizers,08:05.4,40.75893876,-73.96853113,40.7462466,-73.9725283,00:48:07,53:09.5,17:31.8,29:07.6,1.449311344,16:38.3
3817,1329428,107909,79598,bicycle,Cafeteria,American,Cappuccino,1,Cafe,02:57.0,40.74052771,-73.99808251,40.7342199,-73.9902554,46:01.7,50:58.4,04:18.8,13:28.1,0.963210423,14:06.0
3826,1321028,334619,101359,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Shishito Peppers,1,Vegetables,03:11.2,40.72197958,-73.98814821,40.7394618,-73.9925543,43:33.9,00:46:23,02:40.2,13:45.3,1.976737172,13:54.2
3835,1323045,369430,128139,car,The Meatball Shop,Italian,Side of Ice Cream,1,Desserts,05:08.9,40.71811007,-73.95754527,40.7166297,-73.9644191,20:10.1,27:12.5,39:32.2,45:30.7,0.60361164,13:00.9
3837,1301828,130507,89004,bicycle,Jack's Wife Freda,Mediterranean,Couscous,1,Sides,02:47.2,40.72198995,-73.9977479,40.74184,-74.002787,39:56.1,48:01.1,11:49.4,25:16.2,2.245048234,21:31.8
3839,1475887,123977,154990,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,2,Platters,09:32.8,40.72610966,-74.00249186,40.713569,-73.9777409,32:59.7,51:46.8,00:31:31,45:06.6,2.51248725,32:22.7
3842,1423048,327651,133322,car,Dinosaur Bar-B-Que,BBQ,"Sausage, Cheese & Crackers",1,Small & Shared Plates,25:18.7,40.8180821,-73.9609373,40.77526372,-73.98975963,47:37.6,52:17.3,23:25.7,40:24.4,5.341015698,21:38.4
3846,1311057,111356,104533,bicycle,Blue Ribbon Sushi,Japanese,California,1,Maki (Special Rolls),05:59.5,40.72610966,-74.00249186,40.7295147,-73.9971879,03:09.2,10:21.3,21:09.5,27:07.9,0.586305906,13:10.5
3850,1410685,92996,34669,bicycle,Tamarind TriBeCa,Indian,Nan,1,Roti Breads,03:10.3,40.71926893,-74.00874988,40.7158065,-74.0118201,08:07.4,22:55.2,34:14.9,39:14.1,0.463824856,19:47.0
3851,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,Kaiso Moriawase,1,Salads,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,09:25.3,14:06.2,26:33.7,39:07.3,1.700970587,17:14.5
3852,1302266,111129,122837,bicycle,The Grey Dog  - Chelsea,Coffee,Seared Tuna & Avocado Taco,1,Burgers & Entrees,04:01.9,40.740784,-74.000721,40.74875673,-73.99176076,30:47.9,53:46.4,01:36.4,13:14.4,1.164719884,34:36.5
3853,1387450,68976,57186,bicycle,Sarabeth's East,American,Lemon & Ricotta Pancakes,1,Sweet Breakfast,01:50.1,40.78487734,-73.95592661,40.77426,-73.945871,44:27.1,52:25.4,00:01:15,11:49.2,1.452824028,18:32.5
3863,1348613,91958,144384,bicycle,TAO,Japanese,Pork Spring Roll with Thai Chili Sauce,1,Spring Rolls,04:10.7,40.76285776,-73.971619,40.7723614,-73.9820542,29:17.6,37:37.4,01:43.3,11:08.2,1.374791633,17:44.7
3880,1462819,39275,175485,bicycle,TAO,Japanese,King Crab California Roll,1,Special Rolls,05:14.4,40.76285776,-73.971619,40.7715363,-73.9506762,40:55.7,56:30.2,12:39.9,26:48.3,2.013797345,29:42.9
3886,1459476,208020,177847,bicycle,Co.,Pizza,Black Iced Tea,1,Drinks,17:31.2,40.74716991,-74.00063565,40.7470189,-73.99092197,42:34.5,56:52.5,12:12.2,23:20.2,0.820549526,25:26.0
3887,1328879,305256,79598,bicycle,The Grey Dog - University,Coffee,Three Eggs Any Style,1,Breakfast,04:47.1,40.73378729,-73.99303526,40.7463337,-73.9824637,38:13.6,38:58.5,02:18.1,14:58.2,1.654842152,13:25.0
3888,1340462,183520,22502,bicycle,Tamarind TriBeCa,Indian,Nan,2,Roti Breads,09:22.5,40.71926893,-74.00874988,40.7324282,-74.0080594,42:56.4,55:12.7,36:35.8,47:31.6,1.46248251,23:12.1
3892,1314492,198936,20217,car,Five Leaves,American,Seared Octopus,1,Starters,30:51.8,40.72360525,-73.95165604,40.7263596,-73.9410377,27:49.8,00:43:21,18:51.8,30:07.6,0.947789663,26:47.0
3898,1350554,145389,140096,bicycle,RedFarm Hudson,Chinese,Spicy Crispy Beef,1,Starters & Salads,07:50.6,40.73421385,-74.00620203,40.729171,-73.999359,00:47:22,54:52.2,16:43.3,24:19.1,0.804838423,15:06.0
3907,1320918,185355,104533,bicycle,Sushi Samba,Sushi,Neo Tokyo,1,Samba Rolls,06:26.6,40.73266642,-74.00329261,40.7160005,-74.0126088,29:00.3,46:23.9,00:01.1,18:55.7,2.011138542,36:18.2
3908,1472950,132137,99219,bicycle,Mile End Deli,Deli,Smoked Meat,1,Sandwiches,03:40.2,40.72588469,-73.99244785,40.7183876,-74.0044087,16:34.9,33:37.9,00:39:28,47:09.9,1.309320705,24:44.9
3919,1354706,270525,138560,bicycle,The Smile,American,Half Grapefruit,1,Sides & Pastries,10:11.1,40.72641318,-73.99382114,40.7181299,-74.002629,00:40:04,55:27.3,07:48.2,16:37.3,1.183165393,24:12.4
3945,1304038,360913,7833,bicycle,sweetgreen,Salad,Sparkling Water,2,Drinks,05:45.3,40.74507859,-73.98882151,40.7443173,-73.9841157,13:05.5,19:35.4,00:33:42,38:06.7,0.406339724,10:54.6
3946,1461222,344268,101359,bicycle,Sushi Choshi,Japanese,Sauce,1,Extras,04:39.6,40.73696822,-73.98657552,40.732754,-74.00224807,08:46.4,00:21:52,28:29.1,39:18.9,1.404163293,23:55.4
3952,1379855,381020,84093,bicycle,The Meatball Shop,Italian,Daily Greens,1,Green Market,08:33.9,40.74596311,-74.00169729,40.7433049,-73.9839973,18:27.5,00:25:50,37:39.3,54:07.3,1.523790628,23:50.5
3953,1289120,290313,57186,bicycle,RedFarm Broadway,Chinese,Pan-Fried Pork Buns (4),1,Dim Sum,04:44.5,40.7821167,-73.9807391,40.781714,-73.95545,49:18.6,51:38.8,21:58.9,39:38.7,2.135169104,20:00.0
3954,1392045,195927,23359,bicycle,Boqueria,Spanish,Datiles con Beicon,1,Tapas,04:27.4,40.74011985,-73.99384674,40.7363564,-73.9808007,05:19.6,19:42.7,33:58.7,46:18.4,1.178551216,26:42.8
3955,1399605,374435,37696,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Thai Green,1,Juices,12:41.0,40.735725,-73.98712647,40.742855,-73.977551,16:39.7,31:25.6,49:15.2,56:28.4,1.131843895,21:59.1
3963,1478795,300003,122837,bicycle,Friedman's Lunch,Breakfast,Adobo Chicken Salad,1,Salads,07:47.3,40.74268064,-74.00623583,40.7518109,-74.0018238,04:09.6,00:15:15,40:05.2,49:23.4,1.080209716,20:23.6
3966,1480958,123977,167596,bicycle,Vezzo Thin Crust Pizza,Italian,"Regular Crust (9"" Personal Pie)",1,Custom Pies,14:28.8,40.74448928,-73.98132205,40.7136502,-73.9791814,26:16.7,46:20.6,01:49.8,25:24.4,3.42941029,43:38.5
3969,1462959,148499,134198,bicycle,Posto,Italian,Arugula & Bocconcini Salad,1,Salads,03:13.4,40.734757,-73.983043,40.736611,-73.984409,46:31.9,52:16.2,06:05.9,09:27.8,0.23601372,09:06.2
3971,1282257,345565,20962,walker,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Crab Roll,1,Maki (Special Rolls),10:14.8,40.76765291,-73.98292546,40.77027833,-73.95903792,00:42.7,17:23.7,34:42.8,56:05.1,2.03774872,38:03.3
3978,1340078,373152,144919,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,1,Maki (Special Rolls),18:11.8,40.72610966,-74.00249186,40.7358181,-74.0022386,50:58.9,53:40.3,24:00.1,31:45.2,1.07832201,10:26.5
3985,1365600,140521,43955,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",1,Signatures,09:09.0,40.72132319,-74.00973201,40.7246814,-73.9954465,18:23.5,51:07.9,00:04:28,15:00.4,1.26323267,43:16.8
3986,1488929,104563,110192,bicycle,Lure Fishbar,Seafood,Steamed Red Snapper,1,Seafood Entrees,12:17.1,40.72463457,-73.99840236,40.7220608,-74.0021451,12:27.8,17:08.5,34:58.6,42:10.8,0.426236475,11:52.9
3992,1476005,385347,3296,bicycle,Hill Country Barbecue Market,BBQ,Longhorn Cheddar Mac & Cheese,1,Hot Favorites,06:51.3,40.74434085,-73.99042638,40.71684689,-73.98981518,48:29.2,57:05.7,30:22.5,44:41.3,3.053605176,22:55.3
3993,1395115,361119,161440,car,The Meatball Shop,Italian,Chicken Hero,1,Heroes,06:29.6,40.72154512,-73.98884243,40.7433893,-73.9947784,21:27.7,52:24.4,00:14.5,16:18.1,2.477053404,47:00.3
4003,1362345,187187,32580,bicycle,Momoya,Sushi,Mixed Greens,1,Salad,07:30.2,40.78407726,-73.97762241,40.7662037,-73.960757,44:26.5,55:51.3,06:04.8,19:04.1,2.442703337,24:24.1
4007,1420591,335897,149651,bicycle,Sushi of Gari 46,Sushi,Salmon with Tomato Sushi,1,Sushi,07:32.5,40.76065444,-73.98958275,40.7550882,-73.9930382,14:26.7,30:48.5,38:07.1,48:16.3,0.683534769,26:31.0
4017,1433176,70193,38971,bicycle,The Capital Grille,Steak,Double Cut Lamb Rib Chops,1,Main Courses,16:10.0,40.76091081,-73.98120403,40.7718956,-73.9520593,35:23.9,53:57.3,08:38.2,26:23.6,2.746498918,36:18.8
4019,1313722,114085,5935,bicycle,sweetgreen,Salad,Organic Lentil + Chickpea Soup,1,Soup,08:21.1,40.74507859,-73.98882151,40.7442036,-73.9853586,20:19.2,20:40.9,46:29.9,51:26.3,0.308192297,05:18.1
4021,1362466,61588,48430,bicycle,Blue Ribbon Sushi,Japanese,Maguro,1,Taiseyo (Atlantic Ocean),05:59.4,40.72610966,-74.00249186,40.765213,-73.975668,00:01:59,23:57.1,00:34:17,56:43.8,4.897829713,44:24.9
4024,1342115,365525,158791,car,Serafina Fabulous Pizza,Italian,Burrata,1,Antipasti,08:42.6,40.77608319,-73.96217158,40.7668117,-73.9620469,29:55.5,42:59.4,51:49.3,58:46.2,1.029648067,20:00.8
4028,1388173,345899,83117,bicycle,TAO,Japanese,Sugar Dusted Doughnuts,1,Desserts,08:04.8,40.76285776,-73.971619,40.76700623,-73.95367993,13:22.5,24:36.1,36:58.1,57:40.7,1.583166068,31:56.2
4035,1431815,381020,162905,bicycle,RedFarm Broadway,Chinese,"Jumbo Shrimp with Cashews, Spring Vegetables, XO Sauce",1,Mains,06:15.9,40.7821167,-73.9807391,40.77056986,-73.96303255,23:43.7,24:37.6,10:59.2,00:24:43,1.96940426,14:37.7
4036,1415630,65009,99219,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Chilled Bean Sprouts,1,Vegetables,07:49.4,40.72197958,-73.98814821,40.739192,-73.987326,34:44.7,45:40.7,18:00.7,34:30.4,1.912678505,27:25.7
4052,1475023,164529,167596,bicycle,Blue Ribbon Sushi,Japanese,Edamame,1,Appetizers,02:00.7,40.72610966,-74.00249186,40.7204295,-73.984641,43:11.9,59:48.4,11:19.8,22:10.7,1.634744594,27:27.4
4057,1374803,60052,161162,bicycle,RedFarm Broadway,Chinese,���Pac Man�۪ Shrimp Dumplings (4),2,Dim Sum,15:18.0,40.7821167,-73.9807391,40.759071,-73.975954,14:42.9,15:12.6,02:03.1,21:21.4,2.590902734,19:48.0
4059,1406916,305423,156557,car,Empanada Mama (closed),Mexican,Ground Beef Arepa,2,Arepas,06:49.8,40.764217,-73.988321,40.7743147,-73.9847664,12:04.6,13:55.3,33:34.3,45:22.1,1.160808733,13:38.5
4060,1302591,100778,118805,bicycle,Spice Thai,Thai,Golden Fritters,1,Appetizers,04:16.3,40.74461279,-73.9986634,40.757001,-73.9945429,09:38.4,00:19:08,26:24.1,41:44.6,1.419027901,24:50.1
4061,1368007,255435,34667,bicycle,Lure Fishbar,Seafood,Buffalo Chicken Lollipops,1,Snacks,07:56.7,40.72463457,-73.99840236,40.7435682,-73.9724053,08:22.7,25:24.2,00:39:44,59:13.9,3.040280879,36:31.4
4063,1334872,22405,9549,bicycle,The Meatball Shop,Italian,Steamed Spinach,1,Green Market,04:25.6,40.72154512,-73.98884243,40.7245558,-73.9915821,08:19.2,09:40.9,18:29.8,23:02.5,0.406636948,05:54.4
4068,1289033,220922,81503,car,Caf̩ China,Chinese,Three Pepper Chicken,1,Entrees,06:16.9,40.749902,-73.982187,40.7572908,-73.9660648,40:22.8,54:46.6,06:06.4,20:57.5,1.589619304,29:14.9
4071,1488140,42385,162070,car,Song Thai Restaurant & Bar,Thai,Pad See Yue,1,Noodles,04:08.5,40.67347806,-73.98262702,40.6853089,-74.001715,48:49.3,59:30.5,00:07:51,24:59.2,2.08090225,27:49.4
4074,1490744,52256,38597,bicycle,Han Dynasty,Chinese,Bok Choy with Black Mushrooms,1,Vegetables,09:51.2,40.732213,-73.988072,40.732288,-73.987752,44:05.2,51:58.4,06:52.1,08:06.6,0.028285878,09:07.7
4079,1440466,377965,84770,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Hummus & Falafel Side,1,Salads & Sides,03:11.7,40.73595141,-74.00176042,40.7200325,-74.00734223,01:44.7,32:25.9,39:59.1,54:38.9,1.829585883,45:21.0
4086,1369840,18902,53095,bicycle,Rubirosa,Italian,Large Mushroom,1,Pizza,03:53.0,40.72274859,-73.99606192,40.721155,-73.998731,06:32.3,23:36.5,00:39:26,42:50.8,0.286651749,20:29.0
4089,1450555,299221,167596,bicycle,RedFarm Broadway,Chinese,Shrimp-Stuffed Jalape̱o Poppers,1,Starters & Salads,03:44.8,40.7821167,-73.9807391,40.7969788,-73.9709092,38:09.8,54:01.7,09:32.9,22:10.2,1.847234875,28:29.2
4093,1482784,241719,39733,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Oxtail & Bone Marrow,1,Fried Rice,04:28.3,40.72197958,-73.98814821,40.7069298,-74.0086171,14:41.7,15:11.1,00:36:01,51:55.6,2.405095274,16:24.0
4094,1353783,151789,91807,walker,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1,Signatures,11:08.9,40.74507859,-73.98882151,40.7506213,-73.9862915,20:08.7,58:18.4,09:41.4,16:14.2,0.651545467,44:42.5
4101,1463947,262058,127402,scooter,Don's Bogam BBQ & Wine Bar,Korean,Marinated Beef Platter for Two,1,Barbecue Combination,07:47.2,40.74685206,-73.98440615,40.7794455,-73.9594879,36:45.3,49:38.8,00:58.1,15:02.9,4.186573885,26:58.3
4102,1436056,52574,47407,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,2,Maki (Special Rolls),10:41.7,40.72610966,-74.00249186,40.725911,-74.004299,28:02.8,46:24.7,05:45.5,06:50.1,0.154257586,19:26.5
4118,1481426,276192,99219,bicycle,12 Chairs,Middle Eastern,Labaneh,1,Small Plates,05:52.4,40.72763684,-74.00259733,40.723729,-74.0040761,21:47.1,27:35.9,36:52.8,41:37.9,0.451585212,10:33.9
4139,1440864,5139,138560,bicycle,Sushi of Gari 46,Sushi,Kaiso Salad,1,Salads,07:21.2,40.76065444,-73.98958275,40.7803429,-73.947266,34:08.5,39:52.2,09:09.9,31:24.2,4.188571484,27:58.0
4150,1320003,209179,30774,bicycle,RedFarm Broadway,Chinese,"Pan-fried Lamb Dumpling Shooters, Tofu, Miso Seaweed Broth (4)",1,Dinner Specials,03:40.9,40.7821167,-73.9807391,40.788165,-73.977452,39:09.7,53:26.6,16:15.9,23:07.3,0.726713496,21:08.3
4156,1469110,62572,22502,bicycle,Lure Fishbar,Seafood,"""Lure Style"" Burger",1,Meats,04:36.1,40.72463457,-73.99840236,40.726622,-74.003891,55:26.7,58:07.4,21:14.7,29:21.9,0.513540971,10:47.9
4170,1333082,81166,119839,bicycle,Dos Caminos,Mexican,Dos Enchiladas,1,Dinner Especialidades Del La Casa / House Specialties,13:12.2,40.75557964,-73.97086143,40.7677772,-73.9615615,43:07.2,00:56:19,22:09.8,31:50.5,1.565691798,22:52.5
4175,1476374,57943,109013,car,TAO,Japanese,Filet Mignon Pepper Steak,1,From the Land,04:50.1,40.76285776,-73.971619,40.77465,-73.945621,24:59.8,30:32.9,45:15.3,56:42.3,2.555925544,17:00.1
4180,1278254,318689,105427,bicycle,Jane Restaurant,Breakfast,Toasted Ricotta Gnocchi,1,Main Courses,05:53.2,40.72717746,-74.00048375,40.7432177,-74.0073429,36:34.7,58:36.3,09:50.5,24:22.1,1.873113073,36:33.2
4196,1475192,36131,165830,van,2nd Ave Deli,Deli,French Fries,1,Vegetables and Sides,06:19.8,40.74529931,-73.97913758,40.728606,-73.995143,08:39.3,22:10.2,33:00.6,47:47.4,2.294398385,28:17.7
4201,1433091,129823,169826,bicycle,Rubirosa,Italian,Large Classic,1,Pizza,06:42.9,40.72274859,-73.99606192,40.7193823,-73.9893853,30:13.4,36:39.1,17:22.6,26:41.9,0.676721132,15:45.0
4214,1387976,80737,64664,bicycle,RedFarm Broadway,Chinese,Wide Rice Noodles with BBQ�۪d Duck Breast,1,Main Courses,04:37.6,40.7821167,-73.9807391,40.775387,-73.98274,40:11.6,52:27.8,00:02:24,08:56.4,0.766180813,18:48.6
4220,1439481,75474,23359,bicycle,Little Poland Restaurant,Eastern European,Tripe,3,Homemade Soups,08:46.1,40.73120428,-73.98574336,40.7477756,-73.9751474,34:44.9,58:10.2,14:00.2,29:23.1,2.046325351,38:48.2
4237,1373184,92440,134189,car,The Meatball Shop,Italian,Saut̩ed Broccoli,2,Green Market,07:30.6,40.77149125,-73.95633415,40.7984181,-73.9421558,44:29.6,58:03.9,04:50.8,30:45.3,3.220817693,39:28.8
4241,1392178,69348,91021,bicycle,RedFarm Broadway,Chinese,Thin Rice Noodles with Vegetables,1,Rice & Noodles,06:13.6,40.7821167,-73.9807391,40.775494,-73.983679,14:05.1,23:57.6,51:47.5,58:41.8,0.776192472,16:46.8
4246,1347879,40500,130599,bicycle,J. G. Melon,Burger,Hamburger,1,Main Menu,05:32.2,40.77113521,-73.9596231,40.7662037,-73.960757,08:42.8,19:13.6,34:33.7,42:57.3,0.555946092,18:54.4
4270,1458994,398723,154377,car,Peacefood Cafe,Vegan,Pan-seared French Horn Mushrooms,1,Panini,03:10.8,40.78516004,-73.97691647,40.80646979,-73.96014226,06:38.5,33:43.5,41:03.5,49:07.2,2.757558549,35:08.7
4274,1435427,200631,118659,walker,Amy Ruth's,Southern,Hot Coffee,1,Beverages,02:42.0,40.80254961,-73.95023268,40.798558,-73.93488,37:08.2,52:15.5,04:05.4,14:26.7,1.36931776,25:28.6
4277,1321798,80466,156557,car,J. G. Melon,Burger,Cottage Fried Potatoes,1,Main Menu,01:51.9,40.77113521,-73.9596231,40.76712295,-73.96956175,32:02.3,00:32:14,43:36.9,00:48:57,0.950059841,05:31.8
4282,1468122,301419,113822,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1,Signatures,03:10.4,40.72132319,-74.00973201,40.723613,-73.993208,52:30.8,57:38.7,20:28.7,00:34:46,1.419034163,19:25.2
4284,1463688,79507,158962,bicycle,The Meatball Shop,Italian,Classic Beef,1,Naked Balls,07:26.2,40.74596311,-74.00169729,40.7444883,-73.9949465,23:05.5,40:23.3,45:41.7,50:37.2,0.593216238,22:13.3
4289,1348143,155448,147033,car,RedFarm Broadway,Chinese,BBQ�۪d Beef Fried Rice,1,Rice & Noodles,03:28.1,40.7821167,-73.9807391,40.7216506,-74.0101077,40:59.1,48:51.2,11:58.1,55:51.7,7.158111227,51:45.7
4291,1285000,68248,142394,bicycle,J. G. Melon,Burger,Cottage Fried Potatoes,4,Main Menu,03:23.9,40.77113521,-73.9596231,40.7530054,-73.9797816,04:48.5,21:01.4,31:30.6,57:02.8,2.636401488,41:45.1
4292,1393740,314891,6873,car,Fonda,Mexican,Carne Asada Taquitos,1,Appetizers,10:10.6,40.72276055,-73.98283937,40.7323623,-73.9871248,10:22.1,24:07.7,38:11.6,50:54.5,1.126047634,26:28.5
4297,1478605,165485,99219,bicycle,Parm,Italian,Eggplant Parm,2,Sandwiches,02:47.5,40.72301983,-73.995854,40.74580574,-74.00762175,09:18.8,20:33.4,36:53.5,54:44.2,2.718599714,29:05.3
4298,1441191,276192,154545,bicycle,Sushi of Gari Tribeca,Japanese,Yellowtail,1,Nigiri Sushi,05:44.9,40.71672576,-74.00825065,40.723729,-74.0040761,02:02.2,30:44.8,38:04.6,46:01.8,0.853943089,36:39.8
4305,1462143,164626,37839,bicycle,The Meatball Shop,Italian,Vegetable,1,Naked Balls,11:31.5,40.77149125,-73.95633415,40.76418907,-73.96254119,00:05:25,36:51.3,45:41.2,52:43.8,0.965505494,38:28.9
4307,1401481,7922,111793,car,Juliana's Pizza,Pizza,Margherita Pizza,1,Classics,05:08.0,40.70263748,-73.99361145,40.7051789,-74.0080186,41:19.8,59:53.8,07:43.4,16:27.9,1.249836724,27:18.5
4315,1407616,154597,41408,car,Pio Pio,South American,Tostones,1,Platitos,03:32.4,40.74551114,-73.97760519,40.7070972,-74.0168879,00:49:16,54:09.4,04:30.6,00:22:22,5.404710216,22:44.8
4318,1460888,378923,158962,bicycle,Vanessa's Dumpling House,Chinese,Pork Dumpling Noodle Soup,1,Homemade Noodles,05:49.6,40.713816,-73.961732,40.7036703,-73.9893434,40:14.4,00:44:20,00:02:40,22:18.3,2.591060329,23:43.9
4321,1318983,39702,31450,bicycle,Frank Restaurant,Italian,Spaghetti Garlic,1,Pasta,14:55.7,40.72696043,-73.98906051,40.7444875,-73.9556062,20:12.3,36:55.8,12:17.7,00:52:41,3.431327906,57:06.8
4323,1340276,261400,133627,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,04:07.0,40.74596311,-74.00169729,40.7561003,-73.9964852,18:12.7,18:41.1,31:01.1,43:40.5,1.208720311,13:07.8
4331,1314681,366975,123581,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Sake,4,Taiseyo (Atlantic Ocean),06:42.7,40.76765291,-73.98292546,40.77143706,-73.98931683,02:50.5,24:17.3,37:43.3,46:58.5,0.683935582,30:42.0
4333,1406144,123269,6873,car,The Meatball Shop,Italian,Market Salad,1,Green Market,05:08.5,40.71811007,-73.95754527,40.7106086,-73.9637794,13:03.5,30:51.4,37:11.8,43:36.1,0.985604692,24:12.2
4334,1342895,58675,158791,car,Big Daddy's,Burger,"Tater tots, If You Have to Ask",1,"Starters, Snacks and Sidekicks",02:22.0,40.73802516,-73.98798732,40.743635,-74.006331,03:40.1,20:45.8,29:05.7,46:40.8,1.669928397,34:40.8
4335,1489327,200074,104989,bicycle,Osteria Morini,Italian,Tagliatelle,1,Pasta,07:14.4,40.72195256,-73.997737,40.7255003,-74.0090733,52:18.2,54:26.2,00:17:46,31:31.4,1.035617959,15:53.4
4338,1402040,68164,111793,car,RedFarm Hudson,Chinese,���Pac Man�۪ Shrimp Dumplings (4),1,Dim Sum,07:05.7,40.73421385,-74.00620203,40.7261199,-73.9840137,12:23.4,30:23.1,40:42.3,00:55:22,2.078774011,32:39.4
4350,1441230,111581,52502,bicycle,Caracas Arepa Bar,South American,Los Muchachos,1,Arepas,03:59.0,40.72681,-73.985329,40.7348761,-73.9866576,07:11.5,14:31.4,35:21.5,43:09.2,0.902734193,15:07.6
4353,1286826,81333,31450,bicycle,Lure Fishbar,Seafood,Salmon Tartare,1,Dinner Appetizers,10:48.8,40.72463457,-73.99840236,40.7356666,-73.9927296,09:45.9,00:20:16,40:35.6,51:37.5,1.315486031,21:32.0
4360,1400408,97079,23359,bicycle,Benihana,Japanese,Hibachi Shrimp,1,Lunch Entrees,13:43.5,40.76316588,-73.97701978,40.76460273,-73.98010481,28:20.1,52:39.4,35:46.3,41:00.3,0.305469331,29:33.3
4362,1287589,304587,43196,bicycle,Westville Hudson,American,Hamburger,1,Burgers,06:52.8,40.72703111,-74.00751114,40.73094494,-74.00515879,12:36.7,27:05.9,42:09.5,00:45:54,0.477902295,18:13.7
4386,1357449,128517,134189,car,RedFarm Broadway,Chinese,Katz�۪s Pastrami Egg Roll,1,Starters & Salads,09:25.3,40.7821167,-73.9807391,40.732714,-73.99504,30:44.5,40:22.5,06:02.1,31:54.4,5.617469002,35:30.3
4387,1361724,72639,157596,bicycle,P.J. Clarke's,American,Onion Strings,1,Sides,03:02.5,40.75893876,-73.96853113,40.780897,-73.958621,43:28.7,00:52:09,04:02.9,17:29.2,2.577999433,22:06.6
4398,1468864,98399,20962,walker,Serafina Fabulous Pizza,Italian,"Tagliolini Di ""Cortina�۝",1,Pasta,08:44.6,40.77608319,-73.96217158,40.7687739,-73.9525923,05:38.3,09:47.7,00:34:05,47:02.6,1.145807131,17:07.0
4399,1451679,87006,103194,bicycle,Nobu Next Door,Sushi,Spicy Bigeye Tuna Roll,1,Dinner Sushi Rolls,21:41.4,40.71938641,-74.0086925,40.73066111,-74.0096272,46:45.8,54:25.5,37:15.6,48:41.9,1.254527397,19:06.0
4409,1473194,333914,133268,walker,Melt Shop,American,Three Cheese Melt,1,Sandwiches,05:39.7,40.74460714,-73.99074197,40.7453712,-73.9790139,28:11.8,33:27.8,45:18.6,54:11.8,0.994163968,14:09.2
4415,1374803,60052,161162,bicycle,RedFarm Broadway,Chinese,Shrimp & Snow Pea Leaf Dumplings (4),2,Dim Sum,15:18.0,40.7821167,-73.9807391,40.759071,-73.975954,14:42.9,15:12.6,02:03.1,21:21.4,2.590902734,19:48.0
4423,1314060,133202,69993,bicycle,Blue Ribbon Sushi,Japanese,Maguro,4,Taiseyo (Atlantic Ocean),05:16.4,40.72610966,-74.00249186,40.7451593,-73.99509,48:47.9,52:46.1,08:36.4,21:45.5,2.205903039,17:07.3
