,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed
569,1439313,189022,175555,car,Five Leaves,American,Slow Roasted Long Island Duck,1.0,Mains,03:56.6,40.72360525,-73.95165604,40.7074169,-73.967153,00:19:31,00:21:50.600000,00:07:41,00:18:34.600000,2.224027254320054
581,1488852,41907,113822,bicycle,Hatsuhana,Sushi,Shrimp,2.0,Sushi / Sashimi,09:17.2,40.75695307,-73.97723214,40.763269,-73.963113,00:04:41.400000,00:09:38.500000,00:31:58.300000,00:46:25.700000,1.3832226345439838
583,1428278,301695,62487,car,sweetgreen,Salad,Harvest Bowl,1.0,Signatures,06:17.3,40.74507859,-73.98882151,40.7506674,-73.98609868,00:32:27.400000,00:59:13.600000,00:09:07.600000,00:22:30.500000,0.6618640738602634
584,1475296,49086,28765,bicycle,Jack's Wife Freda,Mediterranean,Couscous,1.0,Sides,01:23.0,40.72198995,-73.9977479,40.7321536,-73.9885787,00:25:08.400000,00:30:37.800000,00:43:24.700000,00:58:21.800000,1.3689109891160967
585,1467306,389985,165094,bicycle,Baz Bagel and Restaurant,Breakfast,Saratoga Water,1.0,Other,02:52.3,40.71925155,-73.99776157,40.722619,-73.994547,00:21:59.600000,00:46:36.700000,00:05:56.700000,00:17:13.500000,0.4621722682706354
587,1435438,250494,38597,bicycle,Bubby's ,American,Huevos Rancheros,1.0,Breakfast Plates,02:43.9,40.71996602,-74.0085433,40.72388461,-73.99931685,00:43:00.900000,00:52:42.900000,00:01:31.700000,00:11:49,0.8927563307823533
595,1480991,94480,30774,bicycle,TAO,Japanese,Unagi,1.0,Sushi & Sashimi,09:58.8,40.76285776,-73.971619,40.7735382,-73.9621981,00:31:41,00:53:32.700000,00:05:24,00:15:33.200000,1.4280725224868593
598,1319803,264707,123581,bicycle,TAO,Japanese,Edamame,1.0,Small Plates,03:01.1,40.76285776,-73.971619,40.7412607,-74.0002077,00:09:22.600000,00:27:37.800000,00:37:57.800000,00:56:26.300000,3.4030697494558804
604,1480396,369272,162905,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Kani Sunomono,1.0,Sunomono,06:37.7,40.76765291,-73.98292546,40.767651,-73.966875,00:07:34.400000,00:31:47.900000,00:37:03.300000,00:54:37.700000,1.3551394766049314
605,1294611,40724,19432,car,RedFarm Hudson,Chinese,Spicy Crispy Beef,2.0,Starters & Salads,04:47.3,40.73421385,-74.00620203,40.7382555,-74.0059417,00:40:00.700000,00:42:05.200000,00:12:25.300000,00:18:47.600000,0.44935881305135905
607,1374913,94766,57496,bicycle,Nobu Next Door,Sushi,House Special,1.0,Dinner Sushi Rolls,09:04.6,40.71938641,-74.0086925,40.7090409,-74.0133167,00:31:15.100000,00:55:06.500000,00:06:27.200000,00:21:08.900000,1.213480154677423
612,1273986,109299,99827,bicycle,Co.,Pizza,Corn,1.0,Pies,11:49.9,40.74716991,-74.00063565,40.7443781,-73.990925,00:13:16.800000,00:22:58.800000,00:38:18.700000,00:45:45.600000,0.876780635015805
617,1320109,60873,22502,bicycle,Jack's Wife Freda,Mediterranean,Salt & Pepper Eggplant,1.0,Shares,02:24.6,40.72198995,-73.9977479,40.7395111,-74.0029373,00:52:18.600000,00:53:32,00:18:46.100000,00:31:00.100000,1.9944754376993086
626,1281835,76942,86938,car,Sarabeth's Restaurant,American,Trio of Mini Bacon Cheeseburgers,1.0,Dinner Salads & Sandwiches,05:25.4,40.76529895,-73.97566795,40.7520764,-74.0010156,00:13:19.100000,00:35:01.800000,00:44:48.800000,00:59:37,2.5956359320999227
636,1400982,109906,123844,bicycle,The Meatball Shop,American,White Beans,1.0,Stick To Your Bones,05:11.4,40.73613088,-74.0006483,40.735012,-73.9980889,00:10:47.600000,00:25:20.900000,00:35:28.600000,00:39:20.300000,0.24935502401105972
637,1415595,351799,44356,bicycle,Sushi of Gari Tribeca,Japanese,Miso,1.0,Soup,05:36.6,40.71672576,-74.00825065,40.7101846,-74.0176786,00:30:19.100000,00:50:27.600000,00:08:46.200000,00:18:51,1.078092237372485
646,1432155,347181,18860,bicycle,Blue Ribbon Sushi,Japanese,Miso,2.0,Osuimono (Soups),07:43.6,40.72610966,-74.00249186,40.7334252,-74.0046859,00:00:43.600000,00:16:33.900000,00:28:22.900000,00:33:58.800000,0.8332568058277874
647,1376440,27365,34667,bicycle,Nobu Next Door,Sushi,Kelp Salad,1.0,Dinner Salads,18:55.4,40.71938641,-74.0086925,40.72358886,-74.01078218,00:08:23.700000,00:27:53.900000,00:48:20.500000,00:55:42.400000,0.498956470283085
649,1386827,139085,156557,car,Empanada Mama (closed),Mexican,Beef,1.0,Oven Baked Wheat Flour,09:42.0,40.764217,-73.988321,40.80566,-73.963709,00:15:32.400000,00:22:10.500000,00:46:13.500000,00:58:34.800000,5.049392970885807
654,1332839,86240,118707,car,Momoya,Sushi,Spicy Tuna,1.0,Roll,09:37.6,40.78407726,-73.97762241,40.8046535,-73.9671579,00:12:09.200000,00:46:12.800000,00:01:33.500000,00:12:06.100000,2.4497262451227733
659,1386459,331143,104533,bicycle,Waverly Diner,American,Lox & Onions Omelette,2.0,Combination Omelettes,06:38.1,40.73301222,-74.00005605,40.732486,-73.996585,00:14:29.800000,00:36:13.100000,00:52:07.800000,00:55:43.300000,0.2989801468089033
663,1410011,115610,61900,bicycle,12 Chairs,Middle Eastern,Israeli Guacamole,1.0,Small Plates,04:20.9,40.72763684,-74.00259733,40.72357217,-74.01085812,00:48:10.400000,00:53:20.100000,00:06:46,00:13:17.600000,0.8311444613522736
664,1473090,120504,66004,bicycle,Schnipper's Quality Kitchen,American,Pumpkin Caramel Shake,1.0,Handcrafted Milkshakes,07:58.3,40.7569681,-73.9722519,40.77019394,-73.9609296,00:02:01,00:26:17,00:39:33.800000,00:53:26.100000,1.7524485352671357
671,1304844,44049,99219,bicycle,Sushi Samba,Sushi,Hamachi (Yellowtail),1.0,Nigiri & Sashimi,05:41.3,40.73266642,-74.00329261,40.738673,-74.0007913,00:17:30.200000,00:20:10.900000,00:49:30.800000,00:57:00,0.6996873793768527
677,1475653,187256,106964,bicycle,California Pizza Kitchen,Pizza,Italian Chopped,1.0,Salads,09:53.8,40.74466624,-73.98334441,40.744082,-73.998287,00:09:39.900000,00:23:52.600000,00:37:43.300000,00:48:25.300000,1.2637087337323645
678,1423988,129518,111793,car,Spice Thai,Thai,Lemongrass Tom Yum,1.0,Soup,05:18.3,40.74461279,-73.9986634,40.73357,-74.0065899,00:07:48.600000,00:12:56.600000,00:21:46.500000,00:31:01.200000,1.3971553522727143
700,1375185,32144,156557,car,RedFarm Broadway,Chinese,"Wide Rice Noodles, BBQ�۪d Roast Duck",1.0,Rice & Noodles,02:41.8,40.7821167,-73.9807391,40.78609673,-73.97004624,00:07:34.600000,00:08:44.800000,00:21:38.100000,00:35:41.300000,1.0049820110213703
709,1440900,125123,54954,bicycle,Le Grainne Cafe,French,Citron Chaud,1.0,Boisson Chauds,07:13.8,40.74525873,-74.00216786,40.7467644,-73.9903014,00:36:30.100000,00:52:33.100000,00:13:52.700000,00:24:31.100000,1.016061404770496
715,1467466,321492,31156,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Falafel Platter,3.0,Platters,05:10.7,40.73595141,-74.00176042,40.7461666,-73.988395,00:30:07.400000,00:30:46.200000,00:49:07.200000,00:56:22.300000,1.600383273629342
722,1449896,319773,154545,bicycle,Vezzo Thin Crust Pizza,Italian,Salsiccia Dolce,1.0,House Pies,07:03.1,40.74448928,-73.98132205,40.7442959,-73.9741633,00:46:09.700000,00:55:00.600000,00:09:55.500000,00:19:36.500000,0.6050047984829157
725,1390211,367449,23359,bicycle,The Meatball Shop,Italian,Spicy Pork,1.0,Naked Balls,02:38.7,40.72154512,-73.98884243,40.7416758,-73.9813957,00:04:34.400000,00:17:15.100000,00:23:35.400000,00:35:44.500000,2.322310019040163
732,1329049,337227,67103,truck,RedFarm Broadway,Chinese,Spicy Crispy Beef,1.0,Lunch Starters & Salads,01:37.6,40.7821167,-73.9807391,40.7720157,-73.9898577,00:53:47.200000,00:56:49.900000,00:07:59.600000,00:21:20.900000,1.3604375181099047
734,1440670,78939,18860,bicycle,Blue Ribbon Sushi,Japanese,King Crab,2.0,Taiheiyo (Pacific Ocean),07:33.3,40.72610966,-74.00249186,40.710261,-74.0061052,00:19:06.400000,00:45:38.700000,00:04:58.900000,00:17:19.500000,1.7862531615548982
735,1411507,103852,43955,bicycle,Blue Ribbon Sushi,Japanese,Hijiki,1.0,Salads,03:00.7,40.72610966,-74.00249186,40.7186175,-74.0047742,00:20:02,00:30:52.600000,00:50:12.800000,00:59:34,0.8540468377791152
741,1390870,310706,133293,bicycle,Parm,Italian,Garlic Bread,1.0,Bread,11:35.1,40.72301983,-73.995854,40.7456461,-73.9785464,00:22:47.900000,00:39:08.200000,00:01:36,00:25:09.200000,2.907013655018487
745,1347992,59221,120179,car,Rubirosa,Italian,Brick Pressed Chicken,1.0,Secondi,04:39.9,40.72274859,-73.99606192,40.7882044,-73.9756009,00:21:12.700000,00:32:47,00:00:07,00:38:50,7.471350940703647
748,1403190,95101,154749,car,Blue Ribbon Sushi Bar & Grill,Japanese,Shumai,1.0,Appetizers,08:04.8,40.76765291,-73.98292546,40.7451246,-74.0025499,00:14:54.800000,00:37:20.100000,00:47:14.500000,00:58:58.500000,3.0008282122692553
754,1325958,103005,136851,bicycle,Yama Japanese Restaurant,Japanese,"Shrimp, Cucumber & Flying Fish Roe",1.0,Special Rolls,08:08.0,40.73587229,-73.98766462,40.7405728,-73.9821786,00:37:58.600000,00:51:31.600000,00:03:51.400000,00:10:40.500000,0.6979961777401061
756,1459072,141732,149142,bicycle,Cho Dang Gol,Korean,Bulgogi,1.0,Stone Bowl Bibimbap,04:34.3,40.75024,-73.986505,40.7390776,-73.9936184,00:12:26.200000,00:18:17.600000,00:41:35,00:53:35.300000,1.377494526458681
758,1313224,162727,94865,bicycle,sweetgreen,Salad,Guacamole Greens,1.0,Signatures,13:15.9,40.74507859,-73.98882151,40.7452798,-73.9777524,00:32:59.800000,00:39:20.600000,00:02:12.400000,00:12:36.400000,0.9351460882624396
760,1431367,77339,167596,bicycle,Rubirosa,Italian,Small Vodka,1.0,Pizza,10:51.3,40.72274859,-73.99606192,40.7165085,-74.0024603,00:26:28.200000,00:29:39.500000,00:04:59.300000,00:14:51.800000,0.8788831035655115
763,1450712,63180,133267,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Classic Sundae,1.0,Ice Cream,02:38.8,40.735725,-73.98712647,40.77765,-73.942873,00:48:37.100000,00:50:27.800000,00:02:02.400000,00:41:07.400000,5.9699711702866365
768,1302542,78061,16610,car,Pio Pio,South American,Saffron Rice,1.0,Platitos,07:03.0,40.74551114,-73.97760519,40.7689452,-73.9610683,00:04:47.500000,00:15:30.300000,00:35:50.500000,00:52:36.900000,2.9533286908619165
783,1475432,110858,170756,bicycle,Burger Joint,Burger,French Fries,1.0,Menu,05:38.3,40.76407583,-73.97863253,40.7771228,-73.9576478,00:44:21.200000,00:48:58.600000,00:02:49.400000,00:16:01.900000,2.288662654808485
790,1314421,183520,108006,bicycle,Blue Ribbon Sushi,Japanese,California,1.0,Maki (Special Rolls),11:39.3,40.72610966,-74.00249186,40.7324282,-74.0080594,00:18:29.400000,00:24:00.800000,00:02:19.800000,00:10:48.800000,0.8447199640479321
791,1417017,104130,44356,bicycle,Ravagh Persian Grill,Middle Eastern,Salad Olovieh,1.0,Appetizers,02:34.8,40.74556858,-73.98562858,40.718009,-74.004218,00:00:57.500000,00:18:40,00:28:44.600000,00:48:36.600000,3.4398230619743715
803,1440322,93133,54954,bicycle,Parm,Italian,Eggplant Parm,1.0,Platters,03:26.1,40.72301983,-73.995854,40.7205947,-74.009523,00:51:00.500000,00:58:02.800000,00:12:23.900000,00:22:08.700000,1.1858503298268226
805,1362277,105367,162603,car,Serafina Fabulous Pizza,Italian,Chicken Breast Paillard,1.0,Secondi Piatti,17:45.4,40.77608319,-73.96217158,40.76993865,-73.95898337,00:33:31.900000,00:46:42.200000,00:04:32.300000,00:11:36.500000,0.7335158885374654
807,1368206,79215,61900,bicycle,Blue Ribbon Sushi,Japanese,Phoenix,1.0,Appetizers,14:36.9,40.72610966,-74.00249186,40.7220335,-74.0012856,00:26:54.600000,00:39:48.300000,00:17:08,00:22:43,0.46398219027084714
812,1362524,95164,32580,bicycle,Amma,Indian,Trio of Vegetable Samosas,1.0,Appetizers,05:50.9,40.75570155,-73.96858692,40.7798015,-73.9876499,00:10:23.100000,00:27:14.500000,00:19:05.200000,00:36:27.400000,3.1229701528547738
819,1464600,64621,38962,bicycle,La Follia,Italian,Truffle Fries,1.0,Contorni,04:26.4,40.7365412,-73.98504764,40.770318,-73.965182,00:20:08.900000,00:22:36.700000,00:39:56.300000,00:59:01.300000,4.108956031184243
820,1357269,68167,15291,car,Arturo's Restaurant,Italian,Chicken Cutlet Parmigiana Entree,1.0,Entrees,04:02.3,40.72729654,-74.00054957,40.737766,-73.991871,00:09:19.500000,00:18:10.900000,00:35:30.900000,00:48:14.400000,1.3744622028689495
828,1464434,344079,173409,bicycle,Olea,Mediterranean,Saut̩ed Halloumi Cheese,1.0,Tapas,07:23.2,40.687689,-73.970745,40.6946536,-73.9555837,00:08:02.100000,00:17:12.900000,00:35:29.800000,00:45:10.700000,1.4968247181428327
833,1385244,87605,138057,car,RedFarm Broadway,Chinese,���Pac Man�۪ Shrimp Dumplings (4),1.0,Dim Sum,08:05.9,40.7821167,-73.9807391,40.7224101,-73.994121,00:43:08.100000,00:54:45.900000,00:13:06,00:43:23.700000,6.72598382636289
835,1374320,97079,66004,bicycle,Benihana,Japanese,Shrimp Saute,1.0,Side Orders,05:18.5,40.76316588,-73.97701978,40.76460273,-73.98010481,00:33:33.900000,00:39:11.400000,00:17:58.800000,00:25:07.900000,0.30546933139515065
838,1440013,195927,52502,bicycle,Boqueria,Spanish,Datiles con Beicon,1.0,Tapas,02:30.0,40.74011985,-73.99384674,40.7363564,-73.9808007,00:20:42.600000,00:23:58.200000,00:38:51.300000,00:48:34,1.178551215566301
843,1470557,152786,122124,bicycle,Cafe Habana,Mexican,Spicy Spinach,1.0,Side Orders,06:31.5,40.7228417,-73.99411647,40.747184,-73.97245,00:01:50.500000,00:04:57.400000,00:17:47.900000,00:35:36.900000,3.264476443868489
847,1277049,253195,132101,truck,Jack's Wife Freda,Mediterranean,Vegetable Curry Bowl,1.0,Entrees,05:56.0,40.72198995,-73.9977479,40.684756,-74.003615,00:39:26.800000,00:47:54.800000,00:08:14.300000,00:34:59.900000,4.164386246454205
848,1401023,80434,149651,bicycle,Bareburger,Burger,Mexican,2.0,Bare Salads,05:41.7,40.7684888,-73.95518219,40.768425,-73.960552,00:13:04.300000,00:14:04.300000,00:40:53.800000,00:47:44.300000,0.4534226509789832
864,1351205,148649,3296,bicycle,Blue Ribbon Sushi,Japanese,Miso,1.0,Osuimono (Soups),10:10.9,40.72610966,-74.00249186,40.7209315,-74.0020702,00:30:00.100000,00:44:27.700000,00:10:48.500000,00:15:52.400000,0.5761296971321693
865,1289729,52832,32580,bicycle,Donburi-ya,Japanese,Idaho Potato Croquette,1.0,Fried,07:48.5,40.75446491,-73.9731457,40.778028,-73.953851,00:46:31,00:54:01.800000,00:46:36,00:57:49.500000,3.082346898015154
867,1294671,272367,138061,car,Chola Eclectic Indian Cuisine,Indian,Plain Rice,2.0,Rice & Rice Specials,06:22.2,40.7603325,-73.96586221,40.777008,-73.961196,00:47:48,00:48:26.500000,00:19:54,00:30:24.900000,1.8932478442767766
869,1369239,107763,148266,car,BLT Prime,Steak,Tuna Tartare,1.0,Appetizers,10:39.8,40.73930573,-73.98625987,40.7385966,-73.983658,00:08:58.500000,00:10:06.200000,00:38:55.700000,00:44:38.600000,0.23345280534342835
870,1482012,79255,154990,bicycle,The Meatball Shop,Italian,Classic Beef Hero,1.0,Heroes,10:49.6,40.74596311,-74.00169729,40.7436352,-74.0063309,00:20:56.600000,00:43:43,00:49:33,00:54:55.600000,0.46902328401834165
880,1341402,373523,111793,car,Tamarind TriBeCa,Indian,Aloo Tikkiyas,1.0,Appetizers (Aagaz),08:40.4,40.71926893,-74.00874988,40.7186175,-74.0047742,00:21:18.900000,00:37:12.700000,00:10:24.800000,00:15:56.900000,0.3436125672887544
886,1415846,125123,72480,car,Peacefood Cafe,Vegan,Strawberry Shortcake (Seasonal),1.0,Desserts & Bakery,07:39.1,40.73330118,-73.99298592,40.7467644,-73.9903014,00:04:50.300000,00:23:20,00:32:10.300000,00:43:01,1.512172452245922
890,1409735,388420,54954,bicycle,Sushi of Gari 46,Sushi,Tuna Sushi,2.0,Sushi,03:40.1,40.76065444,-73.98958275,40.77438067,-73.99038995,00:10:22.900000,00:27:10.800000,00:37:23.300000,00:52:50.500000,1.5258126367351992
893,1481577,176622,3296,bicycle,Cafe Mogador,Middle Eastern,Chicken,1.0,Grill,08:55.3,40.727293,-73.984517,40.72916455,-73.97926418,00:37:29.400000,00:41:05.900000,00:06:25.800000,00:10:13.500000,0.4900154436221975
895,1319803,264707,123581,bicycle,TAO,Japanese,Sugar Dusted Doughnuts,1.0,Desserts,03:01.1,40.76285776,-73.971619,40.7412607,-74.0002077,00:09:22.600000,00:27:37.800000,00:37:57.800000,00:56:26.300000,3.4030697494558804
902,1360651,116293,105468,bicycle,Butter Lane,Bakery,Chocolate Cupcake,1.0,Cupcakes,20:43.2,40.72631561,-73.98433685,40.7275977,-74.0051425,00:00:47.900000,00:11:44.200000,00:19:03.700000,00:37:45.800000,1.7634478215558758
907,1387756,149200,149328,car,Parm,Italian,Italian Combo Hero,1.0,Sandwiches,05:32.8,40.72301983,-73.995854,40.732987,-73.987802,00:03:07.200000,00:17:51.400000,00:25:49.600000,00:33:09,1.2991591947354912
908,1289248,152353,83117,bicycle,Forcella,Pizza,Funghi,1.0,Classic Pizza,05:02.9,40.74246164,-73.98495136,40.7369004,-73.994162,00:03:12,00:05:11.700000,00:17:44.900000,00:31:36.800000,0.9932998637367992
910,1449176,397138,154377,car,Red Bamboo,Vegetarian,Garlic Mashed Potatoes,1.0,Sides,13:01.4,40.731383,-74.000286,40.70654209,-74.01004249,00:40:30.400000,00:51:51.200000,00:17:40.600000,00:50:35.200000,2.8790814308024024
916,1367848,143866,99219,bicycle,Jack's Wife Freda,Mediterranean,Mint Lemonade,1.0,Drinks,03:19.0,40.72198995,-73.9977479,40.71745969,-74.00554648,00:53:35,00:54:47.400000,00:11:08.200000,00:19:09.400000,0.8290028926980462
919,1475972,103970,151208,bicycle,RedFarm Broadway,Chinese,Soft & Crunchy Vegetable Fried Rice,1.0,Rice & Noodles,08:03.6,40.7821167,-73.9807391,40.7792972,-73.988007,00:43:48.300000,00:49:22.300000,00:07:42.200000,00:15:59.300000,0.6887865356847708
921,1345462,361846,96669,bicycle,Sarabeth's West,American,Farmer's Omelette,1.0,Eggs & Omelettes,09:03.5,40.78398734,-73.97784624,40.77222835,-73.986189,00:59:11,00:59:50.400000,00:29:56.500000,00:40:24.200000,1.4836406323744094
929,1346192,55334,62860,bicycle,Blue Ribbon Sushi,Japanese,Shime Saba Shiraeta Konbu,1.0,Hakozushi (Box Sushi),07:13.6,40.72610966,-74.00249186,40.723324,-73.991335,00:20:16.400000,00:28:16,00:44:20,00:52:41.300000,0.9920427307176156
933,1276856,327651,20962,walker,Donburi-ya,Japanese,Kurobuta Sausage,1.0,Grilled & Sauteed,02:54.8,40.75446491,-73.9731457,40.77526372,-73.98975963,00:05:24.300000,00:13:07.500000,00:23:26.900000,00:42:19.200000,2.70230607142036
934,1420682,114085,60761,bicycle,The Meatball Shop,Italian,Chicken,1.0,Naked Balls,06:46.5,40.74596311,-74.00169729,40.7442036,-73.9853586,00:26:27.600000,00:36:38.900000,00:50:12.500000,00:59:10.400000,1.3937058127894792
935,1310036,365401,146510,bicycle,Dirty Bird To Go (archived),American,Cole Slaw,1.0,Sides,05:27.2,40.7389171,-74.00034298,40.76795044,-73.98342066,00:29:37.400000,00:37:34.400000,00:04:15.500000,00:11:37.700000,3.526641006357532
936,1389157,42052,122837,bicycle,Pepe Rosso To Go,Italian,Fusilli with Seasonal Vegetables,1.0,Paste,03:22.4,40.727282,-74.001756,40.74745,-74.002486,00:13:25.300000,00:17:28.600000,00:25:44.400000,00:42:09,2.2404815807262666
941,1297163,121663,142140,car,Bubby's ,American,Chocolate Chip,2.0,Cookies,02:54.1,40.71996602,-74.0085433,40.73863802,-74.00186734,00:44:19.200000,00:55:37,00:09:57.100000,00:23:39.600000,2.1488307864036607
944,1460674,361220,108297,bicycle,Carmine's,Italian,Veal Parmigiana,1.0,Veal,03:56.9,40.75759514,-73.98686886,40.7467444,-73.9820939,00:25:37.800000,00:27:22.200000,00:41:21.900000,00:54:02.300000,1.2706478745684446
951,1459327,167986,152741,car,Serafina Fabulous Pizza,Italian,Penne Alla Stolichnaya,1.0,Pasta,07:11.5,40.77608319,-73.96217158,40.7778882,-73.9594553,00:30:49.400000,00:35:37.500000,00:52:50.400000,00:59:07,0.30456271736970164
962,1392279,385350,39733,bicycle,Blue Ribbon Sushi,Japanese,Maguro,2.0,Taiseyo (Atlantic Ocean),05:05.6,40.72610966,-74.00249186,40.7451708,-73.9952138,00:22:32,00:48:27.100000,00:03:47.300000,00:19:46.600000,2.2041881620308894
969,1470388,336162,79847,bicycle,Nobu Next Door,Sushi,Salmon Tartar,1.0,Dinner Cold Dishes,07:01.7,40.71938641,-74.0086925,40.7199811,-74.0107642,00:40:14.800000,00:57:35.300000,00:23:25,00:24:54.800000,0.18708270215781772
970,1310443,94700,108647,bicycle,Tamarind TriBeCa,Indian,Roti,2.0,Roti Breads,04:40.3,40.71926893,-74.00874988,40.7324282,-74.0080594,00:08:45.200000,00:16:35.600000,00:27:25.300000,00:42:10.400000,1.4624825101581826
971,1311185,120833,124602,car,Bareburger,Burger,Barest Burger,1.0,Bareburgers,05:58.1,40.74613121,-73.9781034,40.7419646,-73.9861859,00:15:33.500000,00:30:43.400000,00:37:36.700000,00:41:51.900000,0.8246789254755781
983,1382655,381020,116881,bicycle,RedFarm Broadway,Chinese,Pan-Fried Pork Buns (4),1.0,Dim Sum,15:49.8,40.7821167,-73.9807391,40.77056986,-73.96303255,00:27:27.700000,00:46:11,00:06:57.500000,00:23:32.700000,1.9694042598181618
984,1453807,381840,20962,walker,Il Cantinori,Italian,Pappardelle Alla Buttera,1.0,Menu,02:29.2,40.73246753,-73.99323269,40.738404,-73.984801,00:03:48.500000,00:23:07.500000,00:31:54.400000,00:42:41,0.970498461174641
985,1321950,297232,53095,bicycle,Empanada Mama (closed),Mexican,Shredded Chicken,2.0,Oven Baked Wheat Flour,02:18.3,40.764217,-73.988321,40.7637931,-73.9722014,00:02:41.600000,00:04:01.800000,00:16:52.800000,00:25:35.500000,1.3618651578558596
